anon_id,gender,birth_year,native_language,language_used_at_home,language_used_at_home_now,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,createddate,modifieddate,course_history
ac4,Female,1969,Spanish,Spanish,Spanish,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 13:02:47,2010-02-19 13:06:52,619;620;621
gs0,Male,1987,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,0,other,,,0,other,2010-11-11 10:16:11,2010-11-11 10:18:49,657;658;661;674;675;729;730;732;751;752;797;798;873;874;875;876;877
gh6,Female,1987,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,French,1-2 years,1,Had a native-speaker teacher;Studied vocabulary,Chinese,less than 1 year,1,Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud,2010-11-11 10:16:14,2010-11-11 10:19:50,751;752;754;755;758;808
cg7,Male,1974,Japanese,Japanese,Japanese,English,more than 5 years,1,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-11 10:16:26,2010-11-11 10:20:27,751;752
df7,Female,1989,Japanese,Japanese,Japanese,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-11 10:16:30,2010-11-11 10:20:42,687;688;705;706;707;730;749;751;752;753
al4,Female,1985,Korean,Korean,Korean;Japanese,English,more than 5 years,1,Studied vocabulary,Japanese,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation,,,0,other,2010-11-11 10:16:32,2010-11-11 10:20:53,751
cj5,Female,"
19",Chinese,Chinese;English,Chinese;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes,French,less than 1 year,1,Studied vocabulary;Teacher corrected my mistakes,,none,0,Studied by myself,2010-11-11 10:16:42,2010-11-11 10:21:08,687;688;705;706;707;749;750;751;752;753;809;810
fe4,Male,1991,Arabic,Arabic,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-11 10:16:46,2010-11-11 10:20:14,657;658;661;684;685;714;730;732;751;752;782;783;786;799;800;860;861;862;886;887
go4,Male,1983,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-11 10:16:53,2010-11-11 10:20:47,662;666;678;680;705;729;732;750;751;752
gi1,Male,1986,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-11 10:17:02,2010-11-11 10:19:21,672;673;681;692;693;751;752;753;754;760;797;808;878;890
go8,Male,1983,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-11 10:17:38,2010-11-11 10:20:49,738;742;750;751;752
ei0,Male,1989,Arabic,Arabic;Farsi,Arabic;Farsi;English,English,3-5 years,0,Studied by myself,,,0,other,,,0,other,2010-11-12 10:19:29,2010-11-12 10:22:48,687;688;705;706;707;759;760;761;762;763
ck6,Male,1987,French,French,French,German,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Latin,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud,,,0,other,2010-11-12 10:19:31,2010-11-12 10:24:53,753;759;760;761;762
bh2,Male,1987,Arabic,Arabic,Arabic,English,1-2 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-12 10:19:44,2010-11-12 10:24:52,672;673;676;684;685;759;760;761;762;763;878;879;880;881;882
gb6,Female,1985,Taiwanese,Taiwanese;Chinese,Taiwanese;Chinese,English,3-5 years,0,Studied by myself,,,0,other,,,0,other,2010-11-12 10:19:50,2010-11-12 10:22:05,674;675;676;687;688;759;760;761;762;763
cz2,Male,1986,Chinese,Taiwanese;Chinese,English;Chinese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,Japanese,1-2 years,0,Studied by myself,,,0,other,2010-11-12 10:20:00,2010-11-12 10:23:30,682;683;686;697;698;754;760;761;762;763;884
ee5,Male,1980,Arabic,Arabic,Arabic,English,1-2 years,1,Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation,,,0,other,,,0,other,2010-11-12 10:20:17,2010-11-12 10:24:55,660;677;678;684;686;731;749;750;753;761
ao2,Male,1987,Arabic,Arabic,Arabic;English,English,3-5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-12 10:20:19,2010-11-12 10:22:51,687;696;705;706;707;759;760;761;762;763
gs5,Female,1972,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,French,1-2 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,0,other,2010-11-12 10:20:26,2010-11-12 10:24:41,695;696;697;698;699;759;760;761;762;763
bu3,Male,1979,Thai,Thai,Thai,English,3-5 years,1,Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2010-11-12 10:20:46,2010-11-12 10:23:17,760;761;762
hc1,Female,1984,Korean,Korean,Korean,English,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Wrote paragrphs/essays,Chinese,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced reading aloud,,,0,other,2010-11-12 10:21:48,2010-11-12 10:26:48,750;761;762
gw3,Female,1984,Other,Malay;English,Malay;English,English,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,Chinese,1-2 years,1,Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,,,0,other,2010-11-12 10:21:57,2010-11-12 10:25:27,729;730;732;761;762
ad5,Male,1991,Arabic,Arabic;English,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-16 11:43:29,2010-11-16 11:45:37,743;744;745;746;747;806;807;808;809;810;842;888;889;890;893;894
ed2,Female,1984,Turkish,Turkish,Turkish,English,3-5 years,1,Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2010-11-16 11:53:56,2010-11-16 11:58:30,743;744;745;746;747;793;795;796;807;809;945;946;952;953;954
db5,Male,1992,Farsi,Farsi,Farsi,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud,Arabic,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud,,,0,other,2010-11-16 11:55:27,2010-11-16 11:59:20,657;658;659;660;661;743;744;745;746;747;802;803;804;805;806
em1,Female,1979,Chinese,Chinese;Taiwanese,Chinese;Taiwanese,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-16 11:56:10,2010-11-16 11:59:13,742;743;744;745;746
ee1,Female,1983,Thai,Thai;English,Thai,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials;Teacher spoke to me in Japanese;Studied pronunciation,Japanese,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials;Teacher spoke to me in Japanese;Practiced reading aloud;Teacher corrected my mistakes,2010-11-16 11:56:30,2010-11-16 12:00:46,743;744;745;746;747
gw0,Female,1973,Chinese,Chinese,Chinese,Chinese,more than 5 years,1,Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-16 11:58:19,2010-11-16 12:01:20,743;744;745;746;747;793;807;810;811;812;880;881;882;888;889
ep2,Female,1987,French,French,French,English,3-5 years,1,Studied grammar;Studied vocabulary;Wrote paragrphs/essays,Spanish,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Spanish;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2010-11-16 11:58:48,2010-11-16 12:02:31,743;744;745;746;747;802;803;804;805;806;842;893
fr0,Male,1986,Arabic,Arabic,Arabic,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher corrected my mistakes,,,0,other,,,0,other,2010-11-19 11:19:27,2010-11-19 11:25:16,657;658;661;674;675;737;738;739;756;757
ey2,Female,1980,Japanese,Japanese,English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,French,1-2 years,1,Studied grammar,,,0,other,2010-11-19 11:19:48,2010-11-19 11:22:56,672;673;674;675;686;756;757;758;759;760;802;808;878
eq2,Male,1990,Arabic,Arabic;English,Arabic,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2010-11-19 11:19:49,2010-11-19 11:23:54,680;686;687;688;705;733;734;737;756;757;796;813;817
cs4,Male,1970,Chinese,English;Japanese,Chinese;English,,,,,,,,,,,,,2010-11-19 11:22:30,2010-11-19 11:24:14,697;755;756;816;856;890;942;946
gt8,Male,1984,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2010-11-23 10:14:04,2010-12-06 11:14:07,708;718;729;730;731;796;807;808;809;810;888;889;890;891;892
ff3,Male,1983,Portuguese,Portuguese,Portuguese,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-23 10:14:05,2010-12-03 10:17:44,662;664;665;676;678;708;729;731;750;753
cs6,Male,1986,Arabic,Arabic,Arabic,,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke none,,,0,other,,,0,other,2010-11-23 10:14:09,2010-12-03 10:21:19,662;663;664;665;666;708;715;729;731;732;782;783;784;785;786
fn1,Female,1990,Spanish,Spanish;English,Spanish,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,0,other,,,0,other,2010-11-23 10:14:13,2010-12-03 10:18:42,708;729;730;732
gw1,Male,1986,Arabic,Arabic,Arabic,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-23 10:14:18,2010-12-03 10:19:40,662;664;665;666;678;708;729;731;732;750;802;803;804;805;806
ey8,Male,1981,Chinese,Chinese;Taiwanese,Taiwanese;Chinese,Chinese,more than 5 years,1,Worked in pairs/groups;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-23 10:14:25,2010-11-23 10:33:11,662;663;664;665;666;708;729;730;731;732
fp2,Female,1982,Korean,Korean,Korean,English,more than 5 years,1,Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,French,1-2 years,1,Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in French,,,0,other,2010-11-23 10:14:26,2010-12-03 10:19:16,708;729;730;731;732;798
du2,Female,1982,Chinese,Chinese,Chinese,,3-5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in no;Studied pronunciation;Practiced reading aloud,English,3-5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,0,other,2010-11-23 10:14:29,2010-12-03 10:20:07,607;630;708;809
cw7,Male,1986,Arabic,Arabic,Arabic,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-23 10:14:42,2010-11-23 10:28:00,708;714;718;730;731;796;802;808;809;810;842;888;889;890;894
eg2,Male,1992,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-11-23 10:50:00,2010-11-23 10:52:56,738;739;740;741;742;806
ef0,Male,1992,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,French,1-2 years,1,Practiced speaking in class;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-11-23 10:51:47,2010-11-23 10:54:10,738;739;740;741;742;807;808;810;811;812
gj8,Female,1985,Arabic,Arabic,Arabic;English,,,,,,,,,,,,,2010-11-23 10:52:32,2010-11-23 10:54:07,738;739;740;741;747;807;809;810;811;813;888;889;890;891;892;942;943;945;946;954
ed1,Male,1985,Korean,Korean,Korean;English,English,more than 5 years,1,Studied grammar;Studied vocabulary,,,0,other,,,0,other,2010-11-23 10:52:46,2010-11-23 10:56:37,738;739;740;741;742;803
gl2,Female,1984,Chinese,Taiwanese;Chinese,Taiwanese;Chinese;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes,Japanese,less than 1 year,1,Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-11-23 10:53:51,2010-11-23 10:59:23,738;739;740;741;747;798;799;800;806
az6,Female,1981,Arabic,Arabic,Arabic,English,3-5 years,0,other,French,1-2 years,0,other,,,0,other,2010-11-23 10:53:59,2010-11-23 11:00:26,714;717;718;739;740;783;799;818;819;822
at1,Female,1981,Arabic,Arabic;English,Arabic;English,Arabic,more than 5 years,0,I lived in a country where they spoke Arabic,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-11-23 10:54:13,2010-11-23 10:58:30,738;739;740;741;742;798;801
